JW_ID,ECK number,B number,Gene name K-12,Locus name K-12,Synonyms of locus names K-12,Solubility(%),Yield(uM),Yield(ug/ml),Minus Sol,TF Sol,GroE Sol,KJE Sol,Minus(uM),TF(uM),GroE(uM),KJE(uM),Minus(ug/ml),TF(ug/ml),GroE(ug/ml),KJE(ug/ml),Calculated MW(kDa),Calculated pI,Type of gene product,Gene product description,Cell location,Structure (PDB) id,SCOP assignment
JW3315,ECK3340,b3352,yheS,yheS,,39.0,0.5,37.0,,,,,,,,,,,,,71.8,5.8,pt,fused predicted transporter subunits ATP-binding components of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW3455,ECK3473,b3488,yhiJ,yhiJ,,7.0,0.4,21.0,8.77,15.48,45.04,75.49,0.351,0.301,0.363,0.411,21.47,18.4,22.19,25.12,61.102,6.51,o,predicted protein,Cytoplasmic,,
JW3573,ECK3588,b3599,mtlA,mtlA,mtlC,27.0,0.2,15.0,,,,,,,,,,,,,67.9,6.5,t,fused mannitol-specific PTS enzyme IIABC components,Integral Membrane Protein,,55804; Phoshotransferase/anion transport protein
JW3622,ECK3637,b3647,ligB,ligB,yicF,12.0,0.3,21.0,21.25,32.07,41.32,59.04,0.149,0.183,0.212,0.189,9.39,11.53,13.39,11.94,63.123,9.53,e,"DNA ligase, NAD(+)-dependent",Cytoplasmic,,"47781; RuvA domain 2-like 50249; Nucleic acid-binding proteins 56091; DNA ligase/mRNA capping enzyme, catalytic domain"
JW3630,ECK3645,b3655,yicH,yicH,,7.0,0.6,39.0,,,,,,,,,,,,,62.2,6.3,o,conserved protein,Membrane Anchored,,
JW3640,ECK3656,b3665,ade,ade,yicP -!- adu,35.0,0.4,24.0,,,,,,,,,,,,,63.7,5.5,e,cryptic adenine deaminase,Cytoplasmic,,51338; Composite domain of metallo-dependent hydrolases
JW3646,ECK3662,b3671,ilvB,ilvB,,29.0,0.4,25.0,35.3,66.94,83.87,63.1,0.201,0.203,0.214,0.279,12.11,12.28,12.91,16.83,60.368,5.69,e,"acetolactate synthase I, large subunit",Cytoplasmic,,52467; DHS-like NAD/FAD-binding domain 52518; Thiamin diphosphate-binding fold (THDP-binding)
JW3683,ECK3698,b3705,yidC,yidC,,27.0,0.6,38.0,,,,,,,,,,,,,61.5,8.7,e,"cytoplasmic insertase into membrane protein, Sec system",Integral Membrane Protein,,
JW3707,ECK3722,b3729,glmS,glmS,,91.0,0.1,4.0,,,,,,,,,,,,,66.8,5.8,e,L-glutamine:D-fructose-6-phosphate aminotransferase,Cytoplasmic,1JXA,53697; SIS domain 56235; N-terminal nucleophile aminohydrolases (Ntn hydrolases)
JW3719,ECK3734,b3741,gidA,gidA,trmF,7.0,0.3,24.0,8.1,20.79,110.47,91.83,0.217,0.232,0.273,0.288,15.05,16.14,18.99,19.97,69.448,6.71,cp,glucose-inhibited cell-division protein,Cytoplasmic,,51905; FAD/NAD(P)-binding domain
JW5605,ECK3763,b3771,ilvD,ilvD,,26.0,0.4,28.0,33.49,48.91,58.84,72.72,0.336,0.323,0.356,0.357,21.99,21.14,23.3,23.35,65.457,6.05,e,dihydroxyacid dehydratase,Cytoplasmic,,
JW5604,ECK3770,b3778,rep,rep,dasC -!- mbrA -!- mmrA,19.0,0.1,9.0,17.11,70.85,87.4,84.43,0.05,0.059,0.045,0.045,3.85,4.55,3.45,3.44,76.949,7.38,e,DNA helicase and single-stranded DNA-dependent ATPase,Cytoplasmic,1UAA,52540; P-loop containing nucleotide triphosphate hydrolases
JW3773,ECK3794,b3801,aslA,aslA,gppB -!- atsA,25.0,0.4,22.0,,,,,,,,,,,,,60.7,6.4,e,acrylsulfatase-like enzyme,Periplasmic,,53649; Alkaline phosphatase-like
JW3849,ECK3871,b3878,yihQ,yihQ,,31.0,0.5,37.0,,,,,,,,,,,,,77.2,5.2,e,alpha-glucosidase,Cytoplasmic,,
JW3958,ECK3986,b3994,thiC,thiC,,10.0,0.7,53.0,18.22,27.34,20.32,80.0,0.807,0.738,1.099,0.954,57.1,52.26,77.8,67.5,70.774,5.98,e,thiamin (pyrimidine moiety) biosynthesis protein,Cytoplasmic,,
JW3970,ECK3998,b4006,purH,purH,,72.0,0.4,21.0,,,,,,,,,,,,,57.3,6.0,e,fused IMP cyclohydrolase phosphoribosylaminoimidazolecarboxamide formyltransferase,Cytoplasmic,,52335; Methylglyoxal synthase-like 64197; AICAR transformylase domain of bifunctional purine biosynthesis enzyme ATIC
JW4030,ECK4062,b4069,acs,acs,acsA -!- yfaC,62.0,0.6,43.0,,,,,,,,,,,,,72.0,5.8,e,bifunctional acetyl-CoA synthetase propionyl-CoA synthetase,Cytoplasmic,1PG4,56801; Firefly luciferase-like
JW5721,ECK4076,b4083,yjcS,yjcS,,27.0,0.6,43.0,,,,,,,,,,,,,73.1,7.0,pe,predicted alkyl sulfatase,Periplasmic,,"48452; TPR-like 55718; Sterol carrier protein, SCP 56281; Metallo-hydrolase/oxidoreductase"
JW4083,ECK4115,b4122,fumB,fumB,,70.0,0.5,32.0,,,,,,,,,,,,,60.0,6.3,e,anaerobic class I fumarate hydratase (fumarase B),Cytoplasmic,,
JW4086,ECK4118,b4125,dcuS,dcuS,yjdH,35.0,0.4,23.0,,,,,,,,,,,,,60.5,6.8,r,"sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration",Integral Membrane Protein,,55785; PYP-like sensor domain 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW4103,ECK4137,b4143,groL,groL,groEL -!- mopB -!- groE -!- hdh -!- mopA,95.0,0.5,28.0,,,,,,,,,,,,,57.2,4.9,f,"Cpn60 chaperonin GroEL, large subunit of GroESL",Cytoplasmic,,"48592; GroEL-like chaperones, ATPase domain 52029; GroEL-like chaperone, apical domain 54849; GroEL-like chaperone, intermediate domain"
JW4115,ECK4150,b4154,frdA,frdA,,51.0,0.1,5.0,,,,,,,,,,,,,65.9,6.2,e,fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit,Cytoplasmic,,46977; Succinate dehydrogenase/fumarate reductase C-terminal domain 51905; FAD/NAD(P)-binding domain 56425; Succinate dehydrogenase/fumarate reductase catalytic domain
JW4171,ECK4209,b4213,cpdB,cpdB,,83.0,0.2,15.0,,,,,,,,,,,,,70.8,5.9,e,2':3'-cyclic-nucleotide 2'-phosphodiesterase,Periplasmic,,"55816; 5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain 56300; Metallo-dependent phosphatases"
JW5757,ECK4246,b4253,yjgL,yjgL,,85.0,0.1,5.0,,,,,,,,,,,,,69.5,6.2,o,predicted protein,Cytoplasmic,,
JW4259,ECK4286,b4297,yjhG,yjhG,,15.0,0.1,7.0,16.2,60.25,76.39,106.66,0.03,0.031,0.029,0.022,2.07,2.14,2.03,1.57,69.944,6.13,h,KpLE2 phage-like element; predicted dehydratase,Cytoplasmic,,
JW4354,ECK4383,b4391,yjjK,yjjK,,92.0,0.1,8.0,,,,,,,,,,,,,62.4,5.7,pt,fused predicted transporter subunits ATP-binding components of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW4355,ECK4384,b4392,slt,slt,sltY,11.0,0.6,45.0,,,,,,,,,,,,,73.3,9.3,e,"lytic murein transglycosylase, soluble",Periplasmic,1QSA,48435; Bacterial muramidases 53955; Lysozyme-like
JW3114,ECK3133,b3145,yraK,yraK,,78.0,0.4,14.0,,,,,,,,,,,,,38.5,7.7,ps,predicted fimbrial-like adhesin protein,Periplasmic,,49401; Bacterial adhesins
JW3127,ECK3146,b3158,yhbU,yhbU,,9.0,0.6,23.0,10.51,24.24,90.44,83.97,0.377,0.348,0.391,0.28,13.96,12.9,14.46,10.36,37.015,7.31,pe,predicted peptidase (collagenase-like),Cytoplasmic,,
JW3138,ECK3158,b3169,nusA,nusA,,99.0,1.0,53.0,,,,,,,,,,,,,54.8,4.4,f,transcription termination/antitermination L factor,Cytoplasmic,,"47794; DNA repair protein Rad51, N-terminal domain 50249; Nucleic acid-binding proteins 54814; Prokaryotic type KH domain (pKH-domain) 69705; Transcription factor NusA, N-terminal domain"
JW3150,ECK3172,b3183,obgE,obgE,cgtA -!- obg -!- yhbZ,94.0,0.9,41.0,,,,,,,,,,,,,43.2,4.8,cp,GTPase involved in cell partioning and DNA repair,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW3169,ECK3191,b3202,rpoN,rpoN,glnF -!- ntrA,95.0,1.0,52.0,,,,,,,,,,,,,53.9,4.6,f,"RNA polymerase, sigma 54 (sigma N) factor",Cytoplasmic,,
JW3201,ECK3221,b3232,yhcM,yhcM,,31.0,0.8,33.0,,,,,,,,,,,,,43.0,6.9,d,conserved protein with nucleoside triphosphate hydrolase domain,Cytoplasmic,,52540; P-loop containing nucleoside triphosphate hydrolases
JW3203,ECK3223,b3234,degQ,degQ,hhoA,67.0,0.8,39.0,,,,,,,,,,,,,47.2,7.4,e,"serine endoprotease, periplasmic",Membrane Anchored,,50156; PDZ domain-like 50494; Trypsin-like serine proteases
JW3204,ECK3224,b3235,degS,degS,hhoB -!- htrH,76.0,0.3,11.0,,,,,,,,,,,,,37.5,6.3,e,"serine endoprotease, periplasmic",Membrane Anchored,,50156; PDZ domain-like 50494; Trypsin-like serine proteases
JW3219,ECK3238,b3250,mreC,mreC,,35.0,0.2,10.0,,,,,,,,,,,,,39.5,9.0,s,cell wall structural complex MreBCD transmembrane component MreC,Membrane Anchored,,
JW3220,ECK3239,b3251,mreB,mreB,envB -!- mon -!- rodY,63.0,0.2,9.0,,,,,,,,,,,,,36.9,5.8,s,"cell wall structural complex MreBCD, actin-like component MreB",Cytoplasmic,,53067; Actin-like ATPase domain
JW3250,ECK3275,b3289,rsmB,rsmB,fmu -!- fsv -!- rrmB -!- fmv -!- sun -!- yhdB,51.0,0.7,33.0,,,,,,,,,,,,,48.3,7.7,e,"16S rRNA m5C967 methyltransferase, S-adenosyl-L-methionine-dependent",Cytoplasmic,,48013; Antitermination factor NusB 53335; S-adenosyl-L-methionine-dependent methyltransferases
JW3251,ECK3276,b3290,trkA,trkA,,69.0,0.4,19.0,,,,,,,,,,,,,50.3,6.1,t,NAD-binding component of TrK potassium transporter,Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains
JW3288,ECK3313,b3326,gspE,gspE,yheG,22.0,0.5,27.0,8.06,13.17,21.57,80.27,1.163,1.333,1.394,1.48,63.44,72.7,76.04,80.72,54.552,6.36,pt,"general secretory pathway component, cryptic",Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW3289,ECK3314,b3327,gspF,gspF,hofF -!- hopF,17.0,0.4,20.0,,,,,,,,,,,,,44.3,10.6,pt,"general secretory pathway component, cryptic",Integral Membrane Protein,,
JW3294,ECK3319,b3332,gspK,gspK,yheJ,31.0,0.7,25.0,,,,,,,,,,,,,37.6,6.3,pt,"general secretory pathway component, cryptic",Periplasmic,,
JW5705,ECK3320,b3333,gspL,gspL,yheK,18.0,0.4,17.0,18.28,33.37,46.26,72.47,0.46,0.584,0.685,0.597,20.45,25.97,30.48,26.56,44.499,6.8,pt,"general secretory pathway component, cryptic",Cytoplasmic,,
JW3301,ECK3326,b3339,tufA,tufA,kirT -!- pulT,99.0,0.9,38.0,,,,,,,,,,,,,43.2,5.7,f,protein chain elongation factor EF-Tu (duplicate of tufB),Cytoplasmic,,50447; Translation proteins 50465; EF-Tu/eEF-1alpha C-terminal domain 52540; P-loop containing nucleotide triphosphate hydrolases
JW3322,ECK3347,b3359,argD,argD,Arg1 -!- argG -!- dapC -!- dtu,29.0,1.2,54.0,31.07,50.04,79.8,72.74,2.518,2.511,2.804,2.739,110.09,109.8,122.59,119.77,43.722,6.22,e,bifunctional acetylornithine aminotransferase succinyldiaminopimelate aminotransferase,Cytoplasmic,,53383; PLP-dependent transferases
JW3331,ECK3356,b3368,cysG,cysG,,55.0,0.1,6.0,,,,,,,,,,,,,49.9,6.5,e,"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase/siroheme ferrochelatase uroporphyrinogen methyltransferase",Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains 75615; ? 53790; Cobalt precorrin-4 methyltransferase CbiF
JW3339,ECK3363,b3376,yhfS,yhfS,,15.0,1.1,42.0,9.56,24.91,53.13,69.25,1.624,1.28,2.016,1.914,62.63,49.35,77.73,73.8,38.56,7.27,d,conserved protein,Cytoplasmic,,53383; PLP-dependent transferases
JW3354,ECK3378,b3391,hofQ,hofQ,hopQ,64.0,0.8,34.0,,,,,,,,,,,,,44.7,6.6,pt,predicted fimbrial transporter,Periplasmic,,
JW3384,ECK3407,b3421,rtcB,rtcB,yhgL,22.0,0.3,13.0,27.43,61.23,125.66,107.21,0.448,0.364,0.494,0.505,20.23,16.43,22.33,22.81,45.174,6.43,d,conserved protein,Cytoplasmic,,53383; PLP-dependent transferases
JW3389,ECK3412,b3426,glpD,glpD,glyD -!- glvD,48.0,0.3,15.0,,,,,,,,,,,,,56.7,7.8,e,"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding",Cytoplasmic,,51905; FAD/NAD(P)-binding domain
JW3396,ECK3419,b3433,asd,asd,dap -!- hom,19.0,0.7,29.0,12.42,21.47,79.77,93.82,1.886,1.446,2.111,1.049,75.4,57.79,84.39,41.94,39.97,6.16,e,"aspartate-semialdehyde dehydrogenase, NAD(P)-binding",Cytoplasmic,1GL3,"51735; NAD(P)-binding Rossmann-fold domains 55347; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain"
JW3406,ECK3428,b3442,yhhZ,yhhZ,,14.0,0.2,11.0,10.12,32.09,44.92,81.0,0.51,0.482,0.58,0.654,22.52,21.29,25.64,28.92,44.195,9.29,o,conserved protein,Cytoplasmic,,
JW3427,ECK3446,b3462,ftsX,ftsX,ftsS,23.0,0.9,35.0,,,,,,,,,,,,,38.5,9.6,pt,predicted transporter subunit membrane component of ABC superfamily,Integral Membrane Protein,,
JW3451,ECK3469,b3484,yhhI,yhhI,,63.0,0.3,11.0,,,,,,,,,,,,,43.1,7.1,ph,predicted transposase,Cytoplasmic,,
JW3457,ECK3475,b3490,yhiL,yhiL,,37.0,0.3,16.0,,,,,,,,,,,,,47.4,7.2,o,predicted protein,Cytoplasmic,,
JW3459,ECK3477,b3492,yhiN,yhiN,,21.0,0.9,40.0,,,,,,,,,,,,,43.7,6.6,pe,"predicted oxidoreductase, FAD/NAD(P)-binding domain",Periplasmic,,51905; FAD/NAD(P)-binding domain
JW3485,ECK3502,b3517,gadA,gadA,gadS,62.0,0.1,7.0,,,,,,,,,,,,,52.6,5.7,e,"glutamate decarboxylase A, PLP-dependent",Cytoplasmic,1PMO,53383; PLP-dependent transferases
JW3490,ECK3507,b3522,yhjD,yhjD,,14.0,0.6,23.0,,,,,,,,,,,,,37.9,10.3,pm,conserved inner membrane protein,Integral Membrane Protein,,
JW3495,ECK3512,b3527,yhjJ,yhjJ,,83.0,0.4,20.0,,,,,,,,,,,,,55.5,6.5,pe,predicted zinc-dependent peptidase,Periplasmic,,63411; LuxS/MPP-like metallohydrolase
JW3499,ECK3516,b3531,bcsZ,bcsZ,bcsC -!- yhjM -!- bcsZ,6.0,0.8,32.0,,,,,,,,,,,,,41.7,9.2,e,"endo-1,4-D-glucanase",Outer Membrane Lipoprotein,,48208; Six-hairpin glycosyltransferases
JW3504,ECK3521,b3536,bcsE,bcsE,yhjS,24.0,0.4,22.0,18.26,33.39,85.39,91.36,1.013,0.662,0.933,0.741,60.12,39.29,55.38,44.01,59.367,6.6,o,conserved protein,Cytoplasmic,,
JW5656,ECK3540,b3553,tiaE,tiaE,ghrB -!- tkrA -!- yiaE,81.0,0.3,9.0,,,,,,,,,,,,,35.4,6.0,e,2-keto-D-gluconate reductase (glyoxalate reductase) (2-ketoaldonate reductase),Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains 52283; Formate/glycerate dehydrogenase catalytic domain-like
JW3539,ECK3556,b3567,xylG,xylG,,48.0,0.3,18.0,,,,,,,,,,,,,56.4,6.2,t,fused subunits of D-xylose transporter ATP-binding components of ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW3547,ECK3564,b3575,yiaK,yiaK,,37.0,1.1,40.0,,,,,,,,,,,,,36.5,6.0,e,"2,3-diketo-L-gulonate dehydrogenase, NADH-dependent",Cytoplasmic,,
JW3557,ECK3574,b3585,yiaU,yiaU,,31.0,1.4,51.0,,,,,,,,,,,,,37.2,6.2,pr,predicted DNA-binding transcriptional regulator,Cytoplasmic,,46785; Winged helix 53850; Periplasmic binding protein-like II
JW3571,ECK3586,b3597,yibH,yibH,,24.0,0.6,27.0,,,,,,,,,,,,,41.9,8.7,o,predicted protein,Membrane Anchored,,51230; Single hybrid motif
JW3574,ECK3589,b3600,mtlD,mtlD,,60.0,0.9,39.0,,,,,,,,,,,,,41.1,5.9,e,"mannitol-1-phosphate dehydrogenase, NAD(P)-binding",Cytoplasmic,,51735; NAD(P)-binding Rossmann-fold domains
JW3580,ECK3595,b3605,lldD,lldD,lct -!- lctD,4.0,1.1,45.0,5.59,10.27,45.96,38.8,1.69,2.061,1.963,1.425,72.15,87.96,83.77,60.84,42.683,7.32,e,"L-lactate dehydrogenase, FMN-linked",Cytoplasmic,,51395; FMN-linked oxidoreductases
JW3587,ECK3602,b3612,gpmI,gpmI,gpmM -!- yibO -!- pmgI -!- gpmC -!- pgmI,104.0,0.6,31.0,,,,,,,,,,,,,56.1,5.4,e,"phosphoglycero mutase III, cofactor-independent",Cytoplasmic,,"53649; Alkaline phosphatase-like 64158; 2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding d"
JW5646,ECK3603,b3613,envC,envC,yibP,11.0,1.1,51.0,,,,,,,,,,,,,46.6,10.5,cp,protease with a role in cell division,Periplasmic,,
JW3608,ECK3623,b3633,kdtA,kdtA,waaA,15.0,0.9,41.0,9.89,31.03,22.25,45.16,2.405,2.204,2.194,2.298,113.67,104.19,103.7,108.63,47.264,10.35,e,3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase),Cytoplasmic,,53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW3629,ECK3644,b3654,yicE,yicE,,9.0,0.1,6.0,,,,,,,,,,,,,48.8,7.9,pt,predicted transporter,Integral Membrane Protein,,
JW5631,ECK3682,b3690,cbrA,cbrA,yidS,35.0,1.0,41.0,,,,,,,,,,,,,40.1,10.0,pe,"predicted oxidoreductase, FAD/NAD(P)-binding domain",Cytoplasmic,,51905; FAD/NAD(P)-binding domain
JW3677,ECK3692,b3700,recF,recF,uvrF,6.0,1.0,42.0,5.65,14.9,51.33,54.0,1.84,1.78,2.173,2.141,74.48,72.06,87.97,86.64,40.476,7.65,cp,gap repair protein,Cytoplasmic,,52540; P-loop containing nucleoside triphosphate hydrolases
JW3678,ECK3693,b3701,dnaN,dnaN,,16.0,1.4,56.0,18.24,20.65,59.99,87.53,2.859,3.165,3.347,3.505,115.91,128.29,135.69,142.08,40.536,5.81,e,"DNA polymerase III, beta subunit",Cytoplasmic,1OK7,55979; DNA clamp
JW3679,ECK3694,b3702,dnaA,dnaA,,38.0,0.5,24.0,,,,,,,,,,,,,52.5,9.2,f,"chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator",Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW3706,ECK3721,b3728,pstS,pstS,"R2pho -!- nmpA -!- phoR2a -!- phoS -!- phoS,T -!- pstA",80.0,1.7,63.0,,,,,,,,,,,,,37.0,9.2,t,phosphate transporter subunit periplasmic-binding component of ABC superfamily,Periplasmic,1IXH,53850; Periplasmic binding protein-like II
JW3708,ECK3723,b3730,glmU,glmU,yieA,95.0,0.6,28.0,,,,,,,,,,,,,49.1,6.6,e,fused N-acetyl glucosamine-1-phosphate uridyltransferase glucosamine-1-phosphate acetyl transferase,Cytoplasmic,1HV9,53448; Nucleotide-diphospho-sugar transferases 51161; Trimeric LpxA-like enzymes
JW3710,ECK3725,b3732,atpD,atpD,papD -!- uncD -!- papB -!- unc,78.0,0.3,13.0,,,,,,,,,,,,,50.3,5.0,e,"F1 sector of membrane-bound ATP synthase, beta subunit",Cytoplasmic,,47917; C-terminal domain of alpha and beta subunits of F1 ATP synthase 50615; N-terminal domain of alpha and beta subunits of F1 ATP synthase 52540; P-loop containing nucleotide triphosphate hydrolases
JW3712,ECK3727,b3734,atpA,atpA,papA -!- uncA -!- unc,61.0,0.5,26.0,,,,,,,,,,,,,55.2,6.4,e,"F1 sector of membrane-bound ATP synthase, alpha subunit",Cytoplasmic,,47917; C-terminal domain of alpha and beta subunits of F1 ATP synthase 50615; N-terminal domain of alpha and beta subunits of F1 ATP synthase 52540; P-loop containing nucleotide triphosphate hydrolases
JW5610,ECK3739,b3745,yieM,yieM,yieD,31.0,0.3,19.0,,,,,,,,,,,,,55.8,6.6,pf,predicted von Willibrand factor containing protein,Cytoplasmic,,53300; Integrin A (or I) domain
JW3725,ECK3740,b3746,yieN,yieN,,27.0,0.2,12.0,15.01,45.86,67.04,77.41,0.449,0.431,0.492,0.413,25.28,24.27,27.69,23.27,56.329,6.56,pr,fused predicted transcriptional regulators,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW3728,ECK3743,b3749,rbsA,rbsA,rbsP -!- rbsT,49.0,0.2,9.0,,,,,,,,,,,,,55.0,6.4,t,fused D-ribose transporter subunits ATP-binding components ABC superfamily,Cytoplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases 52540; P-loop containing nucleotide triphosphate hydrolases
JW3738,ECK3758,b3765,yifB,yifB,,20.0,0.2,10.0,,,,,,,,,,,,,56.2,8.0,pr,"predicted bifunctional protein, enzyme and transcriptional regulator",Periplasmic,,52540; P-loop containing nucleotide triphosphate hydrolases
JW3740,ECK3760,b3767,ilvG,ilvG_1,ilvO,17.0,1.1,37.0,10.69,21.71,73.84,80.04,2.582,1.847,2.913,2.754,88.99,63.66,100.39,94.91,34.464,5.8,su,"acetolactate synthase II, large subunit, N-ter fragment (pseudogene)",Cytoplasmic,,
JW3747,ECK3766,b3774,ilvC,ilvC,ilvA,97.0,0.6,33.0,,,,,,,,,,,,,54.0,5.5,e,"ketol-acid reductoisomerase, NAD(P)-binding",Cytoplasmic,,48179; 6-phosphogluconate dehydrogenase C-terminal domain-like 51735; NAD(P)-binding Rossmann-fold domains
JW5603,ECK3771,b3779,gpp,gpp,gppA,51.0,0.1,7.0,,,,,,,,,,,,,54.8,6.4,e,guanosine pentaphosphatase/exopolyphosphatase,Cytoplasmic,,
JW5601,ECK3777,b3785,wzzE,wzzE,yifC -!- wzz,20.0,1.2,47.0,,,,,,,,,,,,,39.4,7.9,r,Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein,Integral Membrane Protein,,
JW5600,ECK3778,b3786,rffE,rffE,nfrC -!- wecB -!- mnaA -!- yifF,76.0,0.4,18.0,,,,,,,,,,,,,42.2,6.4,e,UDP-N-acetyl glucosamine-2-epimerase,Cytoplasmic,,53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW5599,ECK3779,b3787,rffD,rffD,wecC -!- mnaB -!- rff,82.0,0.5,24.0,,,,,,,,,,,,,45.8,5.7,e,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,Periplasmic,,"48179; 6-phosphogluconate dehydrogenase C-terminal domain-like 51735; NAD(P)-binding Rossmann-fold domains 52413; UDP-glucose dehydrogenase (UDPGDH), C-terminal (UDP-binding) domain"
JW3765,ECK3783,b3791,rffA,rffA,wecE -!- yifI -!- rff,19.0,0.9,39.0,17.33,29.85,91.28,87.03,1.732,2.048,2.076,2.049,72.48,85.71,86.89,85.77,41.855,6.35,e,TDP-4-oxo-6-deoxy-D-glucose transaminase,Cytoplasmic,,53383; PLP-dependent transferases
JW3809,ECK3826,b3832,rmuC,rmuC,yigN,16.0,0.8,41.0,16.91,35.9,16.86,51.3,1.689,1.847,2.114,1.876,92.37,101.04,115.62,102.61,54.697,5.59,cp,predicted recombination limiting protein,Cytoplasmic,,
JW3819,ECK3835,b3843,ubiD,ubiD,yigC -!- yigY,37.0,0.3,19.0,,,,,,,,,,,,,55.5,5.8,e,3-octaprenyl-4-hydroxybenzoate decarboxylase,Cytoplasmic,,
JW5578,ECK3837,b3845,fadA,fadA,oldA,10.0,0.8,31.0,8.42,14.39,88.81,31.79,1.702,1.472,1.828,1.431,69.52,60.13,74.64,58.44,40.837,6.87,e,3-ketoacyl-CoA thiolase (thiolase I),Cytoplasmic,,53901; Thiolase-like
JW3831,ECK3851,b3859,yihE,yihE,orfA,9.0,1.0,37.0,11.32,13.5,79.47,50.28,2.258,2.412,2.318,2.077,85.97,91.82,88.24,79.08,38.07,5.41,pe,predicted kinase,Cytoplasmic,,56112; Protein kinase-like (PK-like)
JW5574,ECK3853,b3861,yihF,yihF,,83.0,0.6,34.0,,,,,,,,,,,,,52.6,6.0,o,conserved protein,Membrane Anchored,,
JW3838,ECK3860,b3867,hemN,hemN,yihJ,74.0,0.9,49.0,,,,,,,,,,,,,52.7,6.2,e,"coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent",Cytoplasmic,1OLT,
JW3839,ECK3861,b3868,glnG,glnG,glnT -!- ntrC,82.0,0.8,43.0,,,,,,,,,,,,,52.2,6.5,r,"fused DNA-binding response regulator in two-component regulatory system with GlnL, nitrogen regulator I (NRI)",Cytoplasmic,,52172; CheY-like 48283; FIS-like 52540; P-loop containing nucleotide triphosphate hydrolases
JW3840,ECK3862,b3869,glnL,glnL,GlnC -!- glnR -!- ntrB,89.0,0.4,17.0,,,,,,,,,,,,,38.5,6.0,r,sensory kinase in two-component regulatory system with GlnG,Cytoplasmic,,47384; Homodimeric domain of signal transducing histidine kinase 55785; PYP-like sensor domain 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW3844,ECK3866,b3873,yihM,yihM,,79.0,0.5,18.0,,,,,,,,,,,,,36.9,5.5,pe,predicted sugar phosphate isomerase,Cytoplasmic,,51658; Xylose isomerase-like
JW5569,ECK3873,b3880,yihS,yihS,,18.0,0.5,23.0,18.55,30.49,50.65,84.52,1.034,0.901,1.009,1.015,48.99,42.69,47.82,48.09,47.383,6.11,pe,predicted glucosamine isomerase,Cytoplasmic,,48208; Six-hairpin glycosyltransferases
JW3867,ECK3889,b3896,yiiG,yiiG,,107.0,0.8,31.0,,,,,,,,,,,,,39.2,5.3,o,conserved protein,Inner Membrane Lipoprotein,,
JW3882,ECK3904,b3911,cpxA,cpxA,ecfB -!- eup -!- ssd -!- rssE,17.0,0.7,35.0,,,,,,,,,,,,,51.6,6.2,r,sensory histidine kinase in two-component regulatory system with CpxR,Integral Membrane Protein,,47384; Homodimeric domain of signal transducing histidine kinase 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW3896,ECK3917,b3925,glpX,glpX,,69.0,1.7,61.0,,,,,,,,,,,,,35.8,6.1,e,"fructose 1,6-bisphosphatase II",Cytoplasmic,1NI9,
JW3902,ECK3923,b3931,hslU,hslU,clpY -!- htpI,74.0,1.0,48.0,,,,,,,,,,,,,49.5,5.6,f,molecular chaperone and ATPase component of HslUV protease,Cytoplasmic,1G4B,52540; P-loop containing nucleotide triphosphate hydrolases
